,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2
0,Alexandra Hospital,29 Noxon Street,N5C3V6,69.5970902978408,43.030919299999994,-80.876204,12,915,75,41046.0
1,Alexandra Hospital,29 Noxon Street,N5C3V6,69.5970902978408,43.030919299999994,-80.876204,30,915,75,50167.0
2,Glengarry Memorial Hospital,20260 County Road 43,K0C1A0,79.6919238021164,45.3069251,-74.645664,12,1001,439,3953.0
3,Glengarry Memorial Hospital,20260 County Road 43,K0C1A0,79.68923524384971,45.3069251,-74.645664,30,1001,439,51016.0
4,Adult Ed - Blind River (WC Eaket),147 Woodward Ave,P0R1B0,266.361078476652,46.18837449999999,-82.9466189,13,836,252,1128.0
5,Adult Ed - Central Algoma,32 Kensington Rd,P0R1E0,35.3527140468554,46.3525528,-83.96722249999998,13,1054,252,11288.0
6,Adult Ed - Chapleau Learning Ctre,34 Birch Street,P0M1K0,7.16638418079096,47.84052399999999,-83.39976089999998,13,736,252,3540.0
7,Adult Ed - Superior Heights,750 North St,P6B2C5,28.010823788292303,46.5395568,-84.3349063,13,117,252,17785.0
8,Adult Ed/Con Ed - (Alex Henry),232 Northern Ave E,P6B4H6,19.4052868601016,46.534106799999996,-84.3234535,13,117,252,130173.0
9,Adult Ed/Co-op (former SF Howe),440 Northland Road,P6A2K7,23.396534717146697,46.5094305,-84.3270962,13,117,252,17776.0
10,Adult Education - Elliot Lake,50 Roman Ave,P5A1R9,82.6590787607967,46.380004,-82.655878,13,1202,252,11045.0
11,Anna McCrea PS,250 Mark St,P6A3M7,20.2042815005378,46.5054388,-84.28714850000001,13,117,252,32700.0
12,Arthur Henderson PS,2 Henderson Lane,P0R1C0,22.0359079183578,46.3024273,-83.7822006,13,217,252,24810.0
13,Aweres 1 PS,85 Hwy 556,P6A5K7,21.6194654225607,46.538557899999994,-84.31544240000002,13,117,252,25908.0
14,Ben R McMullin PS,24 Paradise Ave,P6B5K2,17.0188316402829,46.5237498,-84.298918,13,117,252,22098.0
15,Blind River PS,19 Hanes Ave,P0R1B0,21.477262802308804,46.184095299999996,-82.95830720000002,13,836,252,48243.0
16,Carl Beck- leased,52 Winston Road,P0S1K0,31.9734078445455,47.992391999999995,-84.771007,12,708,252,5500.0
17,Central Algoma SS,32 Kensington Rd,P0R1E0,35.3527140329361,46.3525528,-83.96722249999998,13,1054,252,101593.0
18,Central Avenue PS,81 Central Ave,P5A2G4,17.3936463892941,46.389794200000004,-82.65779870000001,13,1202,252,34556.0
19,Chapleau JK-12 School,20 Teak Street,P0M1K0,29.422720417076,47.84052399999999,-83.39976089999998,13,736,252,42635.0
20,East Area Office - Elliot Lake,50 Roman Ave,P5A1R9,23.809010856767802,46.380004,-82.655878,12,1202,252,11045.0
21,East View PS,75 Arizona Ave,P6A4L9,23.3932059925017,46.51684789999999,-84.2804615,13,117,252,29482.0
22,Echo Bay Central PS,290 Church St,P0S1C0,29.0614600263612,46.485001399999994,-84.0618436,13,70,252,18783.0
23,Education Centre,644 Albert St. E.,P6A2K7,31.4756930107657,46.508751200000006,-84.32676889999998,12,117,252,43100.0
24,Elliot Lake SS (Sec),303 Mississauga Ave,P5A1E8,24.2820436057528,46.376033,-82.66102599999998,13,1202,252,102332.0
25,Esten Park Public School,115 Hergott Avenue,P5A3B4,20.8844293664802,46.37240900000001,-82.618872,13,1202,252,28866.0
26,Etienne Brule PS,226 Queen St W,P6A1A4,17.998079913014898,46.5181378,-84.3451194,13,117,252,40536.0
27,Francis H Clergue PS,80 Weldon Ave,P6B3C6,31.045653021880106,46.517349100000004,-84.3104381,13,117,252,27140.0
28,Grandview PS,161 Denwood Dr,P6A5R4,43.9435854056287,46.5097756,-84.26525040000001,13,117,252,27538.0
29,Greenwood PS,8 Fourth Line W,P6A5K8,26.7940649102284,46.5667019,-84.35237409999998,13,117,252,26629.0
30,H M Robbins PS,83 East Balfour St,P6C1X4,25.579190853629196,46.532815,-84.38990199999998,13,117,252,25184.0
31,Hornepayne Jk-12 School,162 Fourth Avenue,P0M1Z0,23.1064419438925,49.216573600000004,-84.77323059999998,13,1090,252,24304.0
32,Isabel Fletcher PS,599 Third Line W,P6A6K4,16.3713532403874,46.5515275,-84.38079640000002,13,117,252,25639.0
33,Johnson-Tarbutt Central PS,5 Margaret Street,P0R1E0,18.6642954236297,46.3472036,-83.92492419999998,13,1054,252,15235.0
34,Kiwedin PS,735 North St,P6B2C4,17.0146739869053,46.539621999999994,-84.334929,13,117,252,24018.0
35,Korah C & VS/Inter. Sch,636 Goulais Ave,P6C5A7,18.830544731621803,46.54242,-84.38212519999998,13,117,252,179994.0
36,Michipicoten HS- perpetual leased,86 Magpie Rd.,P0S1K0,28.785611306166896,47.992391999999995,-84.771007,13,708,252,87539.0
37,Missarenda Consolidated PS,P.O. Box 62,P0M1H0,22.2352651874785,48.316667,-84.083333,13,727,252,5049.0
38,Mountain View PS,21 Mahler Rd,P0S1E0,21.1345993068013,46.771920200000004,-84.35916359999997,13,622,252,29783.0
39,Northern Heights PS,210 Grand Blvd,P6B4S8,20.4053584911485,46.5304545,-84.329836,13,117,252,22851.0
40,Northern Office - Wawa,36 McKinley St.,P0S1K0,17.4293545182977,47.992391999999995,-84.771007,12,708,252,1779.0
41,Parkland PS,54 Amber St,P6A5G2,18.430742773792602,46.5140424,-84.25885099999998,13,117,252,35632.0
42,Pinewood PS,3924 Queen St E,P6A5K9,25.8793744989328,46.5247801,-84.2465004,13,117,252,22324.0
43,Plant Office - SSM,190 Northern Ave. E.,P6B4H6,33.4078364767089,46.5340893,-84.32657320000001,12,117,252,11206.0
44,Prince Charles Sec/AEC,550 Northern Ave E,P6B4J4,24.6970846369845,46.534139399999994,-84.30770660000002,13,117,252,19473.0
45,Queen Elizabeth PS,139 Elizabeth St,P6A3Z5,22.1092039768191,46.5077029,-84.30350589999998,13,117,252,25797.0
46,R M Moore PS,1272 Base Line,P6A6K4,29.357890558002506,46.5214436,-84.42334989999998,13,117,252,24724.0
47,River View PS,51 Wireless Ave,P6B1L4,16.5024636686545,46.517162400000004,-84.29829989999998,13,117,252,29955.0
48,Rockhaven TR School,1859 Riverview Road,P0P1V0,36.7292075214936,46.20981629999999,-82.528221,13,197,252,7750.0
49,Rosedale PS,90 Chapple St,P6B3N9,17.7866873075511,46.5238655,-84.31085759999998,13,117,252,32779.0
50,Searchmont (closed),Hwy 632 ,P6A2K7,0.45727350671620504,51.253775,-85.32321390000001,13,509,252,6998.0
52,Sir James Dunn P.S. (Wawa),36 McKinley St.,P0S1K0,17.4293545172664,47.992391999999995,-84.771007,13,708,252,33803.0
53,St Joseph Island Central S,1326 Richards Street,P0R1J0,21.0709757464434,46.28746899999999,-84.03203429999998,13,1235,252,24046.0
54,Superior Heights C&VS & Interm. School,750 North St,P6B2C5,28.0108237952921,46.5395568,-84.3349063,13,117,252,160066.0
55,Tarentorus PS,96 Northwood St,P6B4M4,20.0004260746077,46.5455876,-84.30870709999998,13,117,252,25305.0
56,Thessalon PS (Jr) ,266 Federation St.,P0R1L0,17.8670373792918,46.261017700000004,-83.5576906,13,545,252,10950.0
57,Thessalon PS (Sr),90 Stanley Street,P0R1L0,26.4937454774642,46.2601879,-83.5598973,13,545,252,18783.0
58,Urban Aboriginal School,188 Kohler St,P6A3V1,19.27224186856689,46.5087505,-84.31658600000002,13,117,252,20383.0
59,W C Eaket SS,147 Woodward Ave,P0R1B0,16.2297537799715,46.18837449999999,-82.9466189,13,836,252,107772.0
60,White Pines C & VS & Intermediate School,1007 Trunk Rd,P6A5K9,26.8066757479599,46.5294592,-84.2563947,13,117,252,189993.0
61,Wm Merrifield VC PS,331 Patrick St,P6C3Y9,34.7838640706186,46.5337785,-84.35302990000002,13,117,252,26468.0
62,ALCDSB Catholic Education Centre,151 Dairy Ave,K7R4B2,20.8267662776722,44.2549595,-76.94794089999998,12,1232,458,26059.0
63,Archbishop O Sullivan Catholic School,974 Pembridge Cres,K7P1A3,32.8199369585342,44.249937,-76.5855153,13,623,458,29289.0
64,Ecole Cathedrale Catholic School,301 Johnson St,K7L1Y5,18.4347023768243,44.2315102,-76.49083739999998,13,623,458,35079.0
65,Georges Vanier Catholic School,100 Tracey Street,K8P2R8,18.41932066181689,44.1840115,-77.39865859999998,13,1140,458,30664.0
66,Holy Cross Catholic Secondary School,1085 Woodbine Rd,K7P4V9,17.9865196543203,44.2582777,-76.5988395,13,623,458,144338.0
67,Holy Family Catholic School,114 Wiley St,K7K5B5,20.8682444663683,44.2606625,-76.48928839999998,13,623,458,25359.0
68,Holy Name Catholic School,"370 Kingston Mills Road, RR 6",K7L4V3,12.8743923838444,44.2991144,-76.424756,13,623,458,22244.0
69,Holy Name of Mary Catholic School,7314 Old Highway 2,K0K2N0,28.70601808770889,44.22470379999999,-77.14005379999998,13,980,458,12311.0
70,Holy Rosary Catholic School,10 Prince of Wales Drive,K8P2T4,25.7861435339153,44.1782632,-77.384641,13,1140,458,20311.0
71,J J O'Neill Catholic School,240 Marilyn Ave,K7R2L4,24.985199493611802,44.247375,-76.96440489999998,13,1232,458,20249.0
72,John XXIII Catholic School,736 High Gate Park Dr,K7M5Z9,29.5773403327887,44.2465581,-76.6046223,13,623,458,27584.0
73,Mother Teresa Catholic School,1044 Lancaster Dr,K7P2L6,23.3297684329815,44.2560866,-76.597948,13,623,458,37967.0
74,Nicholson Catholic College,301 Church Street,K8N3C7,22.9816232462914,44.167895,-77.38269,13,1140,458,94420.0
75,Our Lady of Fatima Catholic School,300 Sidney Street,K8P3Z3,26.9617845401802,44.165768299999996,-77.4009233,13,1140,458,20415.0
76,Our Lady of Lourdes Catholic School,20 Cranbrook St,K7M4M9,27.422354709433797,44.219787,-76.5708099,13,623,458,25270.0
77,Our Lady of Mercy Catholic School,"192 Bridge Street, West, P.O. Box 778",K0L1C0,30.607334832733606,45.056472,-77.86243990000001,13,378,458,20773.0
78,Our Lady of Mount Carmel Catholic School,97 Park Cres,K7N1L7,18.148794779638106,44.224121600000004,-76.64169709999999,13,1133,458,29838.0
79,Plant Operations (East),131 Grant Timmons Drive,K7M8N3,17.2286579920033,44.268049299999994,-76.52368640000002,12,623,458,6000.0
80,Regiopolis - Notre Dame Catholic Secondary School,130 Russell St,K7K2E9,19.428252815470106,44.2438088,-76.49381690000001,13,623,458,136981.0
81,Sacred Heart Catholic School (Batawa),"31 Thomas Bata Blvd., P.O. Box 135",K0K1E0,20.9881459073018,44.176016,-77.596994,13,132,458,15558.0
82,Sacred Heart Catholic School (Marmora),"50 Bursthall Street, P.O. Box 280",K0K2M0,20.113847757323,44.4808951,-77.6788778,13,362,458,19453.0
83,Sacred Heart Catholic School (Wolfe Island),"57 Road 95, Box 59",K0H2Y0,19.3196011693795,44.16001139999999,-76.4215988,13,417,458,16138.0
84,St Carthagh Catholic School,"114 Hungerford Road, P.O. Box 279",K0K3J0,21.3123111039187,44.49675,-77.30422589999998,13,405,458,33513.0
85,St Gregory Catholic School,"7 Owen Street, P.O. Box 1449",K0K2T0,18.5677562497067,44.008942,-77.13752190000002,13,7,458,24694.0
86,St Joseph & St Mary Catholic School,671 Brock Street,K7L1V7,26.4185976119235,44.2328086,-76.5066131,13,623,458,15790.0
87,St Joseph Catholic School,"405 Bridge Street, East",K8N1P7,16.6802011811316,44.1695062,-77.3586473,13,1140,458,28445.0
88,St Marguerite Bourgeois Catholic School,355 Waterloo Drive,K7M8P5,19.6616516136939,44.25372539999999,-76.5521761,13,623,458,35765.0
89,St Martha Catholic School,455 St. Martha Street,K7K7C2,14.9493218602335,44.265156,-76.4483891,13,623,458,48040.0
90,St Martin Catholic School,"1 Post Street, PO Box 177",K0J2M0,15.5520010627624,45.4928047,-78.2388062,13,343,458,15100.0
91,St Mary Catholic School (Read),"1285 Read Side Road, RR 1",K0K3A0,25.974541353344804,44.2518705,-77.2060241,13,409,458,7665.0
92,St Mary Catholic School (Trenton),85 Campbell Street,K8V3A2,35.361670622186296,44.1086625,-77.5667958,13,617,458,46393.0
93,St Michael Catholic School,273 Church Street,K8N3C7,17.7182663837977,44.167313,-77.38244559999998,13,1140,458,59842.0
94,St Patrick Catholic School (Erinsville),6041 Highway 41,K0K2A0,19.4949715237696,44.4852241,-77.0522233,13,453,458,9418.0
95,St Patrick Catholic School (Harrowsmith),389 Wilton Rd,K0H1V0,33.645994482501806,44.3737845,-76.68556650000002,13,82,458,24584.0
96,St Patrick Catholic School (Kingston),158 Patrick St,K7K3P5,20.2384264124523,44.240772,-76.489649,13,623,458,33671.0
97,St Paul Catholic School (Kingston),266 McMahon Ave,K7M3H2,25.3661714036072,44.24971970000001,-76.5239601,13,623,458,14484.0
98,St Paul Catholic Secondary School,15 Tripp Blvd.,K8V6M2,16.118584518569698,44.09436600000001,-77.5974,13,617,458,69915.0
99,St Peter Catholic School (Kingston),48 Seventh Ave,K7K2M4,20.6915767330318,44.24732410000001,-76.50080870000002,13,623,458,14446.0
100,St Peter Catholic School (Trenton),101 Queen Street,K8V4Y2,17.7756907809733,44.0992013,-77.5792877,13,617,458,55513.0
101,St Theresa Catholic Secondary School,135 Adam Street,K8N5S1,27.7666839348603,44.19098260000001,-77.38237699999998,13,1140,458,97647.0
102,St Thomas More Catholic School,234 Norman Rogers Dr,K7M2R4,19.37555363740589,44.23413619999999,-76.52291740000003,13,623,458,26336.0
103,St. James Major Catholic School ,14608 HWY 38,K0H2P0,16.8058409440157,44.787799,-76.6782357,13,110,458,3455.0
104,ACOV,1 College Way,K8A0C8,57.1796475302802,45.82665129999999,-77.11088259999998,28,672,399,3502.0
105,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,12,672,399,11824.0
106,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,28,610,399,4811.0
107,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,12,610,399,37160.0
108,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418994,45.3470899,-75.7594613,28,610,399,7619.0
109,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,12,610,399,56896.0
110,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018091,44.90216450000001,-76.2378882,28,320,399,2696.0
111,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018092,44.90216450000001,-76.2378882,12,320,399,11453.0
112,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941737,45.3470899,-75.7594613,28,610,399,708.0
113,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941736,45.3470899,-75.7594613,12,610,399,4597.0
114,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,28,610,399,1097.0
115,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,79429.0
116,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,28,610,399,1642.0
117,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,65545.0
118,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,28,610,399,8355.0
119,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,95187.0
120,Building D,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,12256.0
121,Building E,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,12,610,399,73684.0
122,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539255,45.3470899,-75.7594613,12,610,399,3391.0
123,Building J,1385 Woodroffe Avenue,K2G1V8,19.867494446198002,45.3470899,-75.7594613,28,610,399,956.0
124,Building J,1385 Woodroffe Avenue,K2G1V8,19.8674944461979,45.3470899,-75.7594613,12,610,399,24882.0
125,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,2951.0
126,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,28,610,399,353.0
127,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706782,45.3470899,-75.7594613,12,610,399,12805.0
128,Early Learning Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,12,610,399,15984.0
129,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,28,610,399,1206.0
130,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,12,610,399,19013.0
131,Physical Resources,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,12,610,399,13564.0
132,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,28,610,399,3024.0
133,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,12,610,399,27234.0
134,Residence - Phase 1,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,12,610,399,17276.0
135,Residence - Phase 2,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,12,610,399,15826.0
136,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,12,610,399,17241.0
137,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231771,45.3470899,-75.7594613,12,610,399,1874.0
138,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.095865970678396,45.3470899,-75.7594613,28,610,399,1181.0
139,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,12,610,399,5624.0
140,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231772,45.3470899,-75.7594613,6,610,399,1691.0
141,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231772,45.3470899,-75.7594613,4,610,399,2113.0
142,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941737,45.3470899,-75.7594613,24,610,399,3041.0
143,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941736,45.3470899,-75.7594613,6,610,399,1789.0
144,ACOV,1 College Way,K8A0C8,57.179647530280114,45.82665129999999,-77.11088259999998,24,672,399,11851.0
145,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,4,672,399,7612.0
146,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,6,672,399,17919.0
147,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,24,610,399,38499.0
148,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,6,610,399,44892.0
149,Building C,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,24,610,399,13235.0
150,Building B,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,6,610,399,122538.0
151,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,24,610,399,25512.0
152,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,6,610,399,22570.0
153,Building D,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,6,610,399,29527.0
154,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,24,610,399,35323.0
155,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,24,610,399,8706.0
156,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,6,610,399,2671.0
157,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,24,610,399,15741.0
158,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,6,610,399,91275.0
159,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,4,610,399,37696.0
160,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,6,610,399,69390.0
161,Early Learning Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,6,610,399,1772.0
162,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018092,44.90216450000001,-76.2378882,6,320,399,13804.0
163,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018091,44.90216450000001,-76.2378882,24,320,399,13174.0
164,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.113867501809004,44.90216450000001,-76.2378882,4,320,399,1096.0
165,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539255,45.3470899,-75.7594613,24,610,399,7787.0
166,Physical Resources,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,6,610,399,1180.0
167,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,6,610,399,2899.0
168,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,24,610,399,18295.0
169,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,24,610,399,24586.0
170,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,24,610,399,23976.0
171,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,6,610,399,3377.0
172,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,6,610,399,39023.0
173,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706782,45.3470899,-75.7594613,6,610,399,18960.0
174,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,6,610,399,90288.0
175,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,24,610,399,57998.0
176,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,6,610,399,2110.0
177,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,18,610,399,102527.0
178,Building J,1385 Woodroffe Avenue,K2G1V8,19.867494446198002,45.3470899,-75.7594613,24,610,399,16561.0
179,Building J,1385 Woodroffe Avenue,K2G1V8,19.8674944461979,45.3470899,-75.7594613,6,610,399,21201.0
180,Residence - Phase 2,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,18,610,399,98210.0
181,Residence - Phase 1,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,18,610,399,99708.0
182,Mental Health Centre,200 Fletcher Crescent,L9R1W7,15.995432258166199,44.1546874,-79.87364000000002,12,3,599,6192.0
183,Stevenson Memorial Hospital,200 Fletcher Crescent,L9R1W7,84.2024124128644,44.1546874,-79.87364000000002,12,3,599,15398.0
184,Mental Health Centre,200 Fletcher Crescent,L9R1W7,15.995432258166199,44.1546874,-79.87364000000002,30,3,599,1548.0
185,Stevenson Memorial Hospital,200 Fletcher Crescent,L9R1W7,84.2024124128645,44.1546874,-79.87364000000002,30,3,599,61593.0
186,Hospital Admin,75 Spring Street,K0A1A0,52.476423544154386,45.2287765,-76.18997879999998,12,688,588,4405.0
187,Almonte General Hospital,75 Spring Street,K0A1A0,56.07276040586429,45.2287765,-76.18997879999998,30,688,588,64253.0
188,Arnprior and District Memorial Hospital,350 John StreetN,K7S2P6,83.8646813727657,45.44314179999999,-76.3544886,30,85,372,91025.0
189,Atikokan General Hospital,120 Dorothy Street,P0T1C0,89.00669676512459,48.757646,-91.62051590000002,12,211,492,1124.0
190,Atikokan General Hospital,120 Dorothy Street,P0T1C0,13.784012146016199,48.757646,-91.62051590000002,30,211,492,60596.0
191,Anne Hathaway Public School,77 Bruce St,N5A4A2,17.6420451427192,43.3578979,-80.97263550000002,13,791,670,51946.0
192,Avon PS,31 Huntingdon Ave,N5A6N7,18.7183750818932,43.3744349,-80.99764559999998,13,791,670,30903.0
193,Bedford PS,59 Bedford Dr,N5A5J7,15.5791968746052,43.3822252,-80.97233729999998,13,791,670,36984.0
194,Bluewater Coast ES,85 York Street,N0M1X0,17.962392840111306,43.4314912,-81.50095069999998,13,248,670,24164.0
195,Brookside PS,36937 Belgrave Rd (Ashf-ACW),N0G2H0,20.5861882859728,43.96100000000001,-81.513,13,432,670,28050.0
196,Central Huron SS,165 Princess St E,N0M1L0,23.2310630507546,43.61693629999999,-81.5343453,13,447,670,144925.0
197,Central Perth E S,4663 Road 135 (Ellc-PE),N0K1X0,19.7233034489428,43.3936165,-81.0644263,13,195,670,29999.0
198,Clinton Administration,165 Princess St E,N0M1L0,23.2310630507546,43.61693629999999,-81.5343453,12,447,670,12895.0
199,Clinton PS,27 Percival St,N0M1L0,23.2318583008278,43.6148412,-81.53206379999997,13,447,670,42872.0
200,Colborne Central PS - Victoria Campus - Holding School,135 Gibbons St,N7A3J5,22.9847333597972,43.73913320000001,-81.708698,13,257,670,44584.0
201,Downie Central PS,4384 Line 20 (Down-PS),N0K1V0,24.7011555736377,43.3030591,-81.00920620000002,13,222,670,21671.0
202,Elma Township,5972 Line 72 (Elma-NP),N0G1B0,17.1620436824702,43.669327100000004,-81.017763,13,518,670,36780.0
203,Exeter ES,93 Victoria St,N0M1S1,19.2105398993304,43.3511464,-81.4785538,13,55,670,39826.0
204,F E Madill SS & ES,231 Madill Drive,N0G2W0,21.2876565799738,43.8817485,-81.3069132,13,419,670,189186.0
205,Goderich District CI & Goderich District CI Elementary,260 South St,N7A3M5,20.7701424278189,43.73536230000001,-81.7112655,13,257,670,115948.0
206,Goderich Public School,125 Blake St W,N7A1Z1,21.3700462824827,43.7353599,-81.7161557,13,257,670,45703.0
207,Hamlet PS,315 West Gore St,N5A7N4,12.845549226369199,43.3647956,-80.99152509999998,13,791,670,30171.0
208,Holmesville PS,670 Cut Line Road (C-H),N0M1L0,15.8855595161149,43.61728040000001,-81.5393953,13,447,670,20699.0
209,Howick Central S,45010 Harriston Rd (How),N0G1X0,22.108552125152602,43.8526216,-81.08650349999998,13,542,670,32894.0
210,Hullett Central PS,269 King St.,N0M2H0,21.7526779512468,43.7158364,-81.52044400000003,13,286,670,22345.0
211,Huron Centennial S,RR 1 39978 Centennial Rd,N0M1J0,23.6754696958211,43.50716110000001,-81.51595770000002,13,383,670,37505.0
212,Listowel Central PS,305 Binning St,N4W1G4,18.2265383799374,43.7355574,-80.9535203,13,998,670,36220.0
213,Listowel DSS,155 Maitland Ave S,N4W2M4,28.620663220129103,43.7279774,-80.94643559999999,13,998,670,154516.0
214,Listowel Eastdale PS,365 Nichol Ave S,N4W2M3,21.3523268403049,43.7256295,-80.95014859999998,13,998,670,23954.0
215,Little Falls PS,25 Lindsay Atkinson Drive,N4X1B6,19.6941283310918,43.259020899999996,-81.1414968,13,740,670,41434.0
216,Milverton PS,"68 Mill Street E., Box 457",N0K1M0,25.3281666707684,43.564814,-80.91986390000002,13,852,670,34164.0
217,Mitchell DHS,95 Frances St,N0K1N0,21.657848231086,43.47552020000001,-81.1888311,13,930,670,87503.0
