,organization,operation_name,operation_type,Address,City,Zip,en_intensity_ekWh_sqft,en_intensity_ekWh_sqft_pct_rank,lat,long
19,Algoma District School Board,Chapleau JK-12 School,Schools,20 Teak Street,Chapleau,P0M1K0,29.422720417076,93.75,47.84052399999999,-83.39976089999998
20,Algoma District School Board,East Area Office - Elliot Lake,Administrative offices and related facilities,50 Roman Ave,Elliot Lake,P5A1R9,23.809010856767802,42.047026279391424,46.380004,-82.655878
21,Algoma District School Board,East View PS,Schools,75 Arizona Ave,Sault Ste. Marie,P6A4L9,23.3932059925017,77.62831125827816,46.51684789999999,-84.2804615
22,Algoma District School Board,Echo Bay Central PS,Schools,290 Church St,Echo Bay,P0S1C0,29.0614600263612,93.43956953642383,46.485001399999994,-84.0618436
23,Algoma District School Board,Education Centre,Administrative offices and related facilities,644 Albert St. E.,Sault Ste. Marie,P6A2K7,31.4756930107657,61.134163208851994,46.508751200000006,-84.32676889999998
24,Algoma District School Board,Elliot Lake SS (Sec),Schools,303 Mississauga Ave,Elliot Lake,P5A1E8,24.2820436057528,81.39486754966887,46.376033,-82.66102599999998
25,Algoma District School Board,Esten Park Public School,Schools,115 Hergott Avenue,Elliot Lake,P5A3B4,20.8844293664802,63.927980132450344,46.372409000000005,-82.618872
26,Algoma District School Board,Etienne Brule PS,Schools,226 Queen St W,Sault Ste. Marie,P6A1A4,17.998079913014898,44.18460264900661,46.5181378,-84.3451194
27,Algoma District School Board,Francis H Clergue PS,Schools,80 Weldon Ave,Sault Ste. Marie,P6B3C6,31.045653021880106,95.50910596026493,46.517349100000004,-84.3104381
28,Algoma District School Board,Grandview PS,Schools,161 Denwood Dr,Sault Ste. Marie,P6A5R4,43.9435854056287,98.8824503311258,46.5097756,-84.26525040000001
29,Algoma District School Board,Greenwood PS,Schools,8 Fourth Line W,Sault Ste. Marie,P6A5K8,26.7940649102284,88.76241721854305,46.5667019,-84.35237409999998
30,Algoma District School Board,H M Robbins PS,Schools,83 East Balfour St,Sault Ste. Marie,P6C1X4,25.579190853629196,85.96854304635761,46.532815,-84.38990199999998
31,Algoma District School Board,Hornepayne Jk-12 School,Schools,162 Fourth Avenue,Hornepayne,P0M1Z0,23.1064419438925,76.44867549668875,49.216573600000004,-84.77323059999998
32,Algoma District School Board,Isabel Fletcher PS,Schools,599 Third Line W,Sault Ste. Marie,P6A6K4,16.3713532403874,31.6432119205298,46.5515275,-84.38079640000001
33,Algoma District School Board,Johnson-Tarbutt Central PS,Schools,5 Margaret Street,Desbarats,P0R1E0,18.6642954236297,49.4205298013245,46.3472036,-83.92492419999998
34,Algoma District School Board,Kiwedin PS,Schools,735 North St,Sault Ste. Marie,P6B2C4,17.0146739869053,36.237582781456965,46.539621999999994,-84.334929
35,Algoma District School Board,Korah C & VS/Inter. Sch,Schools,636 Goulais Ave,Sault Ste. Marie,P6C5A7,18.830544731621803,50.66225165562914,46.54242,-84.38212519999998
36,Algoma District School Board,Michipicoten HS- perpetual leased,Schools,86 Magpie Rd.,Wawa,P0S1K0,28.785611306166896,92.9842715231788,47.992391999999995,-84.771007
37,Algoma District School Board,Missarenda Consolidated PS,Schools,P.O. Box 62,Missanabie,P0M1H0,22.2352651874785,72.06125827814569,48.316667,-84.083333
38,Algoma District School Board,Mountain View PS,Schools,21 Mahler Rd,Goulais River,P0S1E0,21.1345993068013,65.27317880794702,46.771920200000004,-84.35916359999999
39,Algoma District School Board,Northern Heights PS,Schools,210 Grand Blvd,Sault Ste. Marie,P6B4S8,20.4053584911485,60.865066225165556,46.5304545,-84.329836
40,Algoma District School Board,Northern Office - Wawa,Administrative offices and related facilities,36 McKinley St.,Wawa,P0S1K0,17.4293545182977,21.85338865836792,47.992391999999995,-84.771007
41,Algoma District School Board,Parkland PS,Schools,54 Amber St,Sault Ste. Marie,P6A5G2,18.430742773792602,47.59933774834438,46.5140424,-84.25885099999998
42,Algoma District School Board,Pinewood PS,Schools,3924 Queen St E,Sault Ste. Marie,P6A5K9,25.8793744989328,86.77566225165562,46.5247801,-84.2465004
43,Algoma District School Board,Plant Office - SSM,Administrative offices and related facilities,190 Northern Ave. E.,Sault Ste. Marie,P6B4H6,33.4078364767089,65.6984785615491,46.5340893,-84.32657320000001
44,Algoma District School Board,Prince Charles Sec/AEC,Schools,550 Northern Ave E,Sault Ste. Marie,P6B4J4,24.6970846369845,82.90562913907284,46.534139399999994,-84.30770660000002
45,Algoma District School Board,Queen Elizabeth PS,Schools,139 Elizabeth St,Sault Ste. Marie,P6A3Z5,22.1092039768191,71.56456953642383,46.5077029,-84.30350589999998
46,Algoma District School Board,R M Moore PS,Schools,1272 Base Line,Sault Ste. Marie,P6A6K4,29.357890558002506,93.70860927152323,46.5214436,-84.42334989999998
47,Algoma District School Board,River View PS,Schools,51 Wireless Ave,Sault Ste. Marie,P6B1L4,16.5024636686545,32.47102649006621,46.517162400000004,-84.29829989999998
48,Algoma District School Board,Rockhaven TR School,Schools,1859 Riverview Road,Serpent River,P0P1V0,36.7292075214936,97.97185430463577,46.20981629999999,-82.528221
49,Algoma District School Board,Rosedale PS,Schools,90 Chapple St,Sault Ste. Marie,P6B3N9,17.7866873075511,42.528973509933785,46.5238655,-84.31085759999998
50,Algoma District School Board,Searchmont (closed),Schools,Hwy 632 ,SearchmontP6A2K,P6A2K7,0.457273506716205,0.18625827814569532,51.253775,-85.3232139
51,Algoma District School Board,Sir James Dunn CVS-SSM (closed),Other,1601 Wellington E,Sault Ste. Marie,P6A2K7,19.7124666640097,37.481481481481474,46.5094662,-84.28932499999999
52,Algoma District School Board,Sir James Dunn P.S. (Wawa),Schools,36 McKinley St.,Wawa,P0S1K0,17.4293545172664,39.569536423841065,47.992391999999995,-84.771007
53,Algoma District School Board,St Joseph Island Central S,Schools,1326 Richards Street,Richards Landing,P0R1J0,21.0709757464434,64.87996688741721,46.28746899999999,-84.03203429999998
54,Algoma District School Board,Superior Heights C&VS & Interm. School,Schools,750 North St,Sault Ste. Marie,P6B2C5,28.0108237952921,91.47350993377485,46.5395568,-84.3349063
55,Algoma District School Board,Tarentorus PS,Schools,96 Northwood St,Sault Ste. Marie,P6B4M4,20.0004260746077,58.298841059602644,46.5455876,-84.30870709999998
56,Algoma District School Board,Thessalon PS (Jr) ,Schools,266 Federation St.,Thessalon,P0R1L0,17.8670373792918,43.108443708609286,46.261017700000004,-83.5576906
57,Algoma District School Board,Thessalon PS (Sr),Schools,90 Stanley Street,Thessalon,P0R1L0,26.4937454774642,88.14155629139074,46.2601879,-83.5598973
58,Algoma District School Board,Urban Aboriginal School,Schools,188 Kohler St,Sault Ste. Marie,P6A3V1,19.27224186856689,53.76655629139074,46.5087505,-84.31658600000002
59,Algoma District School Board,W C Eaket SS,Schools,147 Woodward Ave,Blind River,P0R1B0,16.2297537799715,30.567052980132452,46.18837449999999,-82.9466189
60,Algoma District School Board,White Pines C & VS & Intermediate School,Schools,1007 Trunk Rd,Sault Ste. Marie,P6A5K9,26.8066757479599,88.80380794701986,46.5294592,-84.2563947
61,Algoma District School Board,Wm Merrifield VC PS,Schools,331 Patrick St,Sault Ste. Marie,P6C3Y9,34.7838640706186,97.51655629139073,46.5337785,-84.35302990000001
62,Algonquin & Lakeshore Catholic District School Board,ALCDSB Catholic Education Centre,Administrative offices and related facilities,151 Dairy Ave,Napanee,K7R4B2,20.8267662776722,30.705394190871374,44.2549595,-76.94794089999998
63,Algonquin & Lakeshore Catholic District School Board,Archbishop O Sullivan Catholic School,Schools,974 Pembridge Cres,Kingston,K7P1A3,32.8199369585342,96.70943708609272,44.249937,-76.5855153
64,Algonquin & Lakeshore Catholic District School Board,Ecole Cathedrale Catholic School,Schools,301 Johnson St,Kingston,K7L1Y5,18.4347023768243,47.62003311258278,44.2315102,-76.49083739999998
65,Algonquin & Lakeshore Catholic District School Board,Georges Vanier Catholic School,Schools,100 Tracey Street,Belleville,K8P2R8,18.41932066181689,47.45447019867549,44.1840115,-77.39865859999998
66,Algonquin & Lakeshore Catholic District School Board,Holy Cross Catholic Secondary School,Schools,1085 Woodbine Rd,Kingston,K7P4V9,17.9865196543203,44.060430463576154,44.2582777,-76.5988395
67,Algonquin & Lakeshore Catholic District School Board,Holy Family Catholic School,Schools,114 Wiley St,Kingston,K7K5B5,20.8682444663683,63.80380794701986,44.2606625,-76.48928839999998
68,Algonquin & Lakeshore Catholic District School Board,Holy Name Catholic School,Schools,"370 Kingston Mills Road, RR 6",Kingston,K7L4V3,12.8743923838444,11.030629139072847,44.2991144,-76.424756
69,Algonquin & Lakeshore Catholic District School Board,Holy Name of Mary Catholic School,Schools,7314 Old Highway 2,Marysville,K0K2N0,28.70601808770889,92.79801324503313,44.22470379999999,-77.14005379999998
70,Algonquin & Lakeshore Catholic District School Board,Holy Rosary Catholic School,Schools,10 Prince of Wales Drive,Belleville,K8P2T4,25.7861435339153,86.48592715231787,44.1782632,-77.384641
71,Algonquin & Lakeshore Catholic District School Board,J J O'Neill Catholic School,Schools,240 Marilyn Ave,Napanee,K7R2L4,24.985199493611802,83.94039735099338,44.247375,-76.96440489999998
72,Algonquin & Lakeshore Catholic District School Board,John XXIII Catholic School,Schools,736 High Gate Park Dr,Kingston,K7M5Z9,29.5773403327887,93.95695364238415,44.2465581,-76.6046223
73,Algonquin & Lakeshore Catholic District School Board,Mother Teresa Catholic School,Schools,1044 Lancaster Dr,Kingston,K7P2L6,23.3297684329815,77.3799668874172,44.2560866,-76.597948
74,Algonquin & Lakeshore Catholic District School Board,Nicholson Catholic College,Schools,301 Church Street,Belleville,K8N3C7,22.9816232462914,75.76572847682121,44.167895,-77.38269
75,Algonquin & Lakeshore Catholic District School Board,Our Lady of Fatima Catholic School,Schools,300 Sidney Street,Belleville,K8P3Z3,26.9617845401802,89.25910596026493,44.165768299999996,-77.4009233
76,Algonquin & Lakeshore Catholic District School Board,Our Lady of Lourdes Catholic School,Schools,20 Cranbrook St,Kingston,K7M4M9,27.422354709433797,90.16970198675496,44.219787,-76.5708099
77,Algonquin & Lakeshore Catholic District School Board,Our Lady of Mercy Catholic School,Schools,"192 Bridge Street, West, P.O. Box 778",Bancroft,K0L1C0,30.607334832733606,95.09519867549669,45.056472,-77.86243990000001
78,Algonquin & Lakeshore Catholic District School Board,Our Lady of Mount Carmel Catholic School,Schools,97 Park Cres,Amherstview,K7N1L7,18.148794779638106,45.40562913907285,44.224121600000004,-76.64169709999999
79,Algonquin & Lakeshore Catholic District School Board,Plant Operations (East),Administrative offices and related facilities,131 Grant Timmons Drive,Kingston,K7M8N3,17.2286579920033,21.023513139695712,44.268049299999994,-76.52368640000002
80,Algonquin & Lakeshore Catholic District School Board,Regiopolis - Notre Dame Catholic Secondary School,Schools,130 Russell St,Kingston,K7K2E9,19.428252815470106,54.75993377483445,44.2438088,-76.49381690000001
81,Algonquin & Lakeshore Catholic District School Board,Sacred Heart Catholic School (Batawa),Schools,"31 Thomas Bata Blvd., P.O. Box 135",Batawa,K0K1E0,20.9881459073018,64.32119205298014,44.176016,-77.596994
82,Algonquin & Lakeshore Catholic District School Board,Sacred Heart Catholic School (Marmora),Schools,"50 Bursthall Street, P.O. Box 280",Marmora,K0K2M0,20.113847757323,59.10596026490066,44.4808951,-77.6788778
83,Algonquin & Lakeshore Catholic District School Board,Sacred Heart Catholic School (Wolfe Island),Schools,"57 Road 95, Box 59",Wolfe Island,K0H2Y0,19.3196011693795,54.03559602649006,44.16001139999999,-76.4215988
84,Algonquin & Lakeshore Catholic District School Board,St Carthagh Catholic School,Schools,"114 Hungerford Road, P.O. Box 279",Tweed,K0K3J0,21.3123111039187,66.55629139072848,44.49675,-77.30422589999998
85,Algonquin & Lakeshore Catholic District School Board,St Gregory Catholic School,Schools,"7 Owen Street, P.O. Box 1449",Picton,K0K2T0,18.5677562497067,48.675496688741724,44.008942,-77.13752190000001
86,Algonquin & Lakeshore Catholic District School Board,St Joseph & St Mary Catholic School,Schools,671 Brock Street,Kingston,K7L1V7,26.4185976119235,87.95529801324503,44.2328086,-76.5066131
87,Algonquin & Lakeshore Catholic District School Board,St Joseph Catholic School,Schools,"405 Bridge Street, East",Belleville,K8N1P7,16.6802011811316,33.81622516556291,44.1695062,-77.3586473
88,Algonquin & Lakeshore Catholic District School Board,St Marguerite Bourgeois Catholic School,Schools,355 Waterloo Drive,Kingston,K7M8P5,19.6616516136939,56.04304635761589,44.25372539999999,-76.5521761
89,Algonquin & Lakeshore Catholic District School Board,St Martha Catholic School,Schools,455 St. Martha Street,Kingston,K7K7C2,14.9493218602335,21.52317880794702,44.265156,-76.4483891
90,Algonquin & Lakeshore Catholic District School Board,St Martin Catholic School,Schools,"1 Post Street, PO Box 177",Whitney,K0J2M0,15.5520010627624,25.641556291390728,45.4928047,-78.2388062
91,Algonquin & Lakeshore Catholic District School Board,St Mary Catholic School (Read),Schools,"1285 Read Side Road, RR 1",Shannonville,K0K3A0,25.974541353344804,87.00331125827816,44.2518705,-77.2060241
92,Algonquin & Lakeshore Catholic District School Board,St Mary Catholic School (Trenton),Schools,85 Campbell Street,Trenton,K8V3A2,35.361670622186296,97.72350993377485,44.1086625,-77.5667958
93,Algonquin & Lakeshore Catholic District School Board,St Michael Catholic School,Schools,273 Church Street,Belleville,K8N3C7,17.7182663837977,42.13576158940398,44.167313,-77.38244559999998
94,Algonquin & Lakeshore Catholic District School Board,St Patrick Catholic School (Erinsville),Schools,6041 Highway 41,Erinsville,K0K2A0,19.4949715237696,55.153145695364245,44.4852241,-77.0522233
95,Algonquin & Lakeshore Catholic District School Board,St Patrick Catholic School (Harrowsmith),Schools,389 Wilton Rd,Harrowsmith,K0H1V0,33.645994482501806,97.08195364238415,44.3737845,-76.68556650000001
96,Algonquin & Lakeshore Catholic District School Board,St Patrick Catholic School (Kingston),Schools,158 Patrick St,Kingston,K7K3P5,20.2384264124523,59.933774834437074,44.240772,-76.489649
97,Algonquin & Lakeshore Catholic District School Board,St Paul Catholic School (Kingston),Schools,266 McMahon Ave,Kingston,K7M3H2,25.3661714036072,85.38907284768213,44.24971970000001,-76.5239601
98,Algonquin & Lakeshore Catholic District School Board,St Paul Catholic Secondary School,Schools,15 Tripp Blvd.,Trenton,K8V6M2,16.118584518569698,29.863410596026487,44.09436600000001,-77.5974
99,Algonquin & Lakeshore Catholic District School Board,St Peter Catholic School (Kingston),Schools,48 Seventh Ave,Kingston,K7K2M4,20.6915767330318,62.54139072847682,44.24732410000001,-76.50080870000001
100,Algonquin & Lakeshore Catholic District School Board,St Peter Catholic School (Trenton),Schools,101 Queen Street,Trenton,K8V4Y2,17.7756907809733,42.425496688741724,44.0992013,-77.5792877
101,Algonquin & Lakeshore Catholic District School Board,St Theresa Catholic Secondary School,Schools,135 Adam Street,Belleville,K8N5S1,27.7666839348603,91.05960264900664,44.19098260000001,-77.38237699999998
102,Algonquin & Lakeshore Catholic District School Board,St Thomas More Catholic School,Schools,234 Norman Rogers Dr,Kingston,K7M2R4,19.37555363740589,54.408112582781456,44.23413619999999,-76.52291740000001
103,Algonquin & Lakeshore Catholic District School Board,St. James Major Catholic School ,Schools,14608 HWY 38,Sharbot Lake,K0H2P0,16.8058409440157,34.78890728476821,44.787799,-76.6782357
104,Algonquin College,ACOV,Library,1 College Way,Pembroke,K8A0C8,57.1796475302802,96.34146341463415,45.82665129999999,-77.1108826
105,Algonquin College,ACOV,Administrative offices and related facilities,1 College Way,Pembroke,K8A0C8,57.17964753028001,88.38174273858921,45.82665129999999,-77.1108826
106,Algonquin College,Advanced Technology Centre,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,35.2632267795009,84.14634146341461,45.3470899,-75.7594613
107,Algonquin College,Advanced Technology Centre,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,35.2632267795009,68.1881051175657,45.3470899,-75.7594613
108,Algonquin College,Algonquin Centre for Construction Excellence,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,22.1312260418994,41.46341463414634,45.3470899,-75.7594613
109,Algonquin College,Algonquin Centre for Construction Excellence,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,22.1312260418993,36.514522821576755,45.3470899,-75.7594613
110,Algonquin College,Algonquin Heritage Institute,Library,7A Craig Street,Perth,K7H1X7,32.1138675018091,71.95121951219512,44.902164500000005,-76.2378882
111,Algonquin College,Algonquin Heritage Institute,Administrative offices and related facilities,7A Craig Street,Perth,K7H1X7,32.1138675018092,62.65560165975104,44.902164500000005,-76.2378882
112,Algonquin College,Animal Health Care Centre,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,68.4526918941737,100.0,45.3470899,-75.7594613
113,Algonquin College,Animal Health Care Centre,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,68.4526918941736,93.91424619640387,45.3470899,-75.7594613
114,Algonquin College,Building A,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,78.04878048780488,45.3470899,-75.7594613
115,Algonquin College,Building A,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
116,Algonquin College,Building B,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616384,75.60975609756099,45.3470899,-75.7594613
117,Algonquin College,Building B,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
118,Algonquin College,Building C,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,78.04878048780488,45.3470899,-75.7594613
119,Algonquin College,Building C,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
120,Algonquin College,Building D,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
121,Algonquin College,Building E,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,31.5773306539254,61.47994467496542,45.3470899,-75.7594613
122,Algonquin College,Building F,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,31.5773306539255,61.687413554633466,45.3470899,-75.7594613
123,Algonquin College,Building J,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,19.867494446198002,25.609756097560968,45.3470899,-75.7594613
124,Algonquin College,Building J,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,19.8674944461979,28.21576763485477,45.3470899,-75.7594613
125,Algonquin College,Building M,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
126,Algonquin College,Building N,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.0958659706783,66.46341463414635,45.3470899,-75.7594613
127,Algonquin College,Building N,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.0958659706782,55.87828492392808,45.3470899,-75.7594613
128,Algonquin College,Early Learning Centre,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616384,63.90041493775933,45.3470899,-75.7594613
129,Algonquin College,Philip Killeen Hospitality Centre,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,78.04878048780488,45.3470899,-75.7594613
130,Algonquin College,Philip Killeen Hospitality Centre,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,64.38450899031811,45.3470899,-75.7594613
131,Algonquin College,Physical Resources,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,31.5773306539254,61.47994467496542,45.3470899,-75.7594613
132,Algonquin College,Police and Public Safety Institute,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.0958659706783,66.46341463414635,45.3470899,-75.7594613
133,Algonquin College,Police and Public Safety Institute,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.0958659706783,56.085753803596134,45.3470899,-75.7594613
134,Algonquin College,Residence - Phase 1,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,18.479694163457502,24.412171507607194,45.3470899,-75.7594613
135,Algonquin College,Residence - Phase 2,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,18.479694163457502,24.412171507607194,45.3470899,-75.7594613
136,Algonquin College,Residence - Phase 3,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,20.405799119817,29.598893499308442,45.3470899,-75.7594613
137,Algonquin College,Thunderdome Soccer Facility,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,372.193209231771,99.86168741355465,45.3470899,-75.7594613
138,Algonquin College,Transportation Technology Centre,Library,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.095865970678396,68.29268292682927,45.3470899,-75.7594613
139,Algonquin College,Transportation Technology Centre,Administrative offices and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,29.0958659706783,56.085753803596134,45.3470899,-75.7594613
140,Algonquin College,Thunderdome Soccer Facility,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,372.193209231772,99.66666666666669,45.3470899,-75.7594613
141,Algonquin College,Thunderdome Soccer Facility,Student recreational facilities and athletic facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,372.193209231772,100.0,45.3470899,-75.7594613
142,Algonquin College,Animal Health Care Centre,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,68.4526918941737,91.42857142857143,45.3470899,-75.7594613
143,Algonquin College,Animal Health Care Centre,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,68.4526918941736,97.0,45.3470899,-75.7594613
144,Algonquin College,ACOV,Laboratories,1 College Way,Pembroke,K8A0C8,57.179647530280114,88.0,45.82665129999999,-77.1108826
145,Algonquin College,ACOV,Student recreational facilities and athletic facilities,1 College Way,Pembroke,K8A0C8,57.17964753028001,91.78082191780823,45.82665129999999,-77.1108826
146,Algonquin College,ACOV,Classrooms and related facilities,1 College Way,Pembroke,K8A0C8,57.17964753028001,95.0,45.82665129999999,-77.1108826
147,Algonquin College,Advanced Technology Centre,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,35.2632267795009,64.57142857142857,45.3470899,-75.7594613
148,Algonquin College,Advanced Technology Centre,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,35.2632267795009,73.0,45.3470899,-75.7594613
149,Algonquin College,Building C,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.705591361638604,61.42857142857143,45.3470899,-75.7594613
150,Algonquin College,Building B,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.705591361638604,69.0,45.3470899,-75.7594613
151,Algonquin College,Philip Killeen Hospitality Centre,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.705591361638604,61.42857142857143,45.3470899,-75.7594613
152,Algonquin College,Philip Killeen Hospitality Centre,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,68.16666666666666,45.3470899,-75.7594613
153,Algonquin College,Building D,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,68.16666666666666,45.3470899,-75.7594613
154,Algonquin College,Building A,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,60.0,45.3470899,-75.7594613
155,Algonquin College,Building M,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,60.0,45.3470899,-75.7594613
156,Algonquin College,Building M,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,68.16666666666666,45.3470899,-75.7594613
157,Algonquin College,Building B,Laboratories,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,60.0,45.3470899,-75.7594613
158,Algonquin College,Building A,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,68.16666666666666,45.3470899,-75.7594613
159,Algonquin College,Building A,Student recreational facilities and athletic facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616385,58.9041095890411,45.3470899,-75.7594613
160,Algonquin College,Building C,Classrooms and related facilities,1385 Woodroffe Avenue,Ottawa,K2G1V8,32.7055913616384,67.16666666666666,45.3470899,-75.7594613
